timestamp,uptimeNanos,x,y,z
14/05/2016 11:17,1.28932E+13,-0.047599728,0.004669815,0.045457752
14/05/2016 11:17,1.28932E+13,-0.066993128,0.060983525,-0.172443693
14/05/2016 11:17,1.28933E+13,-0.20013093,0.170453817,-0.2942848
14/05/2016 11:17,1.28933E+13,-0.185314756,-0.039817712,-0.135075303
14/05/2016 11:17,1.28933E+13,-0.011558679,0.04946138,0.038291477
